delivery_id;delivery_partner;package_type;vehicle_type;delivery_mode;region;weather_condition;distance_km;package_weight_kg;delivery_time_hours;expected_time_hours;delayed;delivery_status;delivery_rating;delivery_cost
5759.00.00;fedex;furniture;scooter;two day;east;cold;65.03.00;49.52.00;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000016;no;delivered;4;475.18.00
5760.00.00;delhivery;fragile items;van;standard;north;rainy;162.07.00;02.09;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000024;no;delivered;5;822.02.00
5761.00.00;blue dart;fragile items;van;two day;central;rainy;290.01.00;01.28;1970-01-01 00:00:00.000000010;1970-01-01 00:00:00.000000016;no;delivered;4;1454.34.00
5762.00.00;blue dart;documents;ev van;same day;central;stormy;296.05.00;0,436111111;1970-01-01 00:00:00.000000013;1970-01-01 00:00:00.000000008;yes;delayed;2;1612.14.00
5763.00.00;blue dart;electronics;bike;same day;south;rainy;229.03.00;18.23;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000008;no;delivered;4;1301.19.00
5764.00.00;delhivery;documents;van;same day;west;hot;73.04.00;43.72;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000008;no;delivered;3;598.16.00
5765.00.00;ekart;documents;ev van;express;south;cold;297.01.00;42.09.00;1970-01-01 00:00:00.000000010;1970-01-01 00:00:00.000000007;yes;delayed;3;16.327.205.999.999.900
5766.00.00;fedex;automobile parts;bike;standard;west;foggy;281.06.00;27.02.00;1970-01-01 00:00:00.000000009;1970-01-01 00:00:00.000000024;no;delivered;3;1489.06.00
5767.00.00;ekart;electronics;truck;standard;east;hot;195.09.00;21.24;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000024;no;delivered;3;1043.22.00
5768.00.00;ekart;fragile items;bike;two day;west;foggy;05.07;04.00;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000016;no;delivered;3;956.674
5769.00.00;fedex;pharmacy;truck;express;west;cold;75.08.00;13.00;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000003;no;delivered;4;468.00.00
5770.00.00;fedex;electronics;ev bike;standard;north;clear;146.02.00;25.93;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000024;no;delivered;5;808.79
5771.00.00;ekart;cosmetics;truck;standard;central;cold;90.00.00;0,391666667;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000024;no;delivered;4;476.52.00
5772.00.00;blue dart;pharmacy;truck;express;south;stormy;184.02.00;32.06.00;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000005;yes;delayed;3;1067.18.00
5773.00.00;dhl;electronics;ev bike;same day;west;cold;171.06.00;40.55.00;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000008;no;delivered;3;1079.65
5774.00.00;delhivery;documents;truck;express;west;hot;294.08.00;0,294444444;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000007;no;delivered;5;1543.92
5775.00.00;fedex;groceries;truck;express;west;hot;131.07.00;28.48.00;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000004;yes;failed;2;793.94
5776.00.00;ecom express;clothing;bike;same day;west;foggy;09.08;0,929861111;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000008;no;delivered;3;214.37.00
5777.00.00;dhl;pharmacy;bike;same day;north;stormy;16.00;24.36.00;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000008;no;delivered;5;253.08.00
5778.00.00;delhivery;pharmacy;bike;standard;west;hot;48.03.00;0,186805556;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000024;no;delivered;3;253.17.00
5779.00.00;xpressbees;clothing;truck;express;south;hot;76.01.00;33.62;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000003;yes;failed;2;531.36.00
5780.00.00;blue dart;clothing;van;same day;east;cold;201.03.00;33.09.00;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000008;yes;failed;1;1205.77
5781.00.00;blue dart;pharmacy;van;same day;north;clear;203.06.00;15.09;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000008;no;delivered;5;1165.07.00
5782.00.00;blue dart;furniture;van;express;east;rainy;253.01.00;0,922222222;1970-01-01 00:00:00.000000013;1970-01-01 00:00:00.000000007;yes;delayed;2;1380.54.00
5783.00.00;amazon logistics;documents;ev van;standard;south;foggy;03.06;42.88;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000024;no;delivered;4;140.64
5784.00.00;ecom express;documents;van;standard;west;stormy;203.08.00;21.48;1970-01-01 00:00:00.000000010;1970-01-01 00:00:00.000000024;no;delivered;5;1083.44.00
5785.00.00;shadowfax;electronics;van;standard;east;stormy;168.09.00;48.74;1970-01-01 00:00:00.000000009;1970-01-01 00:00:00.000000024;no;delivered;5;990.72
5786.00.00;shadowfax;fragile items;truck;standard;east;foggy;77.07.00;46.45.00;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000024;no;delivered;5;527.85
5787.00.00;shadowfax;fragile items;ev bike;two day;east;clear;180.00.00;47.82;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000016;no;delivered;4;1043.46.00
5788.00.00;shadowfax;furniture;ev bike;express;east;rainy;44.08.00;0,046527778;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000002;yes;delayed;3;275.56.00
5789.00.00;fedex;groceries;ev van;express;west;hot;07.01;43.77;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000002;yes;failed;2;216.81
5790.00.00;ecom express;clothing;truck;express;north;stormy;142.06.00;28.73;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000004;yes;delayed;3;849.19.00
5791.00.00;xpressbees;documents;ev van;same day;central;clear;191.06.00;03.17;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000008;no;delivered;3;1067.51.00
5792.00.00;delhivery;automobile parts;truck;standard;north;foggy;165.08.00;29.47.00;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000024;no;delivered;4;917.41.00
5793.00.00;dhl;electronics;truck;two day;south;foggy;237.01.00;39.01.00;1970-01-01 00:00:00.000000009;1970-01-01 00:00:00.000000016;no;delivered;5;1302.53.00
5794.00.00;ecom express;fragile items;truck;express;west;stormy;71.04.00;0,977083333;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000003;yes;delayed;2;475.61
5795.00.00;dhl;documents;van;same day;north;hot;103.03.00;38.97;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000008;no;delivered;4;733.41.00
5796.00.00;blue dart;documents;scooter;same day;south;stormy;177.00.00;42.36.00;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000008;no;delivered;3;1112.08.00
5797.00.00;amazon logistics;fragile items;van;two day;west;cold;116.09.00;22.07;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000016;no;delivered;5;652.06.00
5798.00.00;shadowfax;automobile parts;truck;two day;west;foggy;233.01.00;27.75;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000016;no;delivered;5;1248.75
5799.00.00;shadowfax;automobile parts;truck;standard;central;hot;04.07;37.18.00;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000024;no;delivered;5;135.04.00
5800.00.00;dhl;documents;bike;same day;west;clear;231.02.00;0,046527778;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000008;no;delivered;5;1256.69
5801.00.00;blue dart;pharmacy;ev bike;standard;south;rainy;244.02.00;40.78;1970-01-01 00:00:00.000000014;1970-01-01 00:00:00.000000024;no;delivered;4;1343.34.00
5802.00.00;dhl;documents;ev bike;standard;south;cold;210.05.00;05.24;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000024;no;delivered;5;1068.22.00
5803.00.00;dhl;clothing;truck;same day;north;clear;165.03.00;34.28.00;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000008;no;delivered;5;1029.34.00
5804.00.00;ecom express;groceries;van;express;west;cold;74.01.00;0,628472222;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000003;yes;delayed;3;464.45.00
5805.00.00;ekart;electronics;truck;express;north;stormy;44.07.00;47.65;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000002;yes;delayed;2;416.45.00
5806.00.00;blue dart;clothing;truck;standard;north;rainy;267.08.00;49.01.00;1970-01-01 00:00:00.000000010;1970-01-01 00:00:00.000000024;no;delivered;5;1486.03.00
5807.00.00;dhl;pharmacy;van;same day;central;clear;297.01.00;0,360416667;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000008;no;delivered;5;1623.47.00
5808.00.00;ecom express;cosmetics;ev van;same day;north;cold;50.03.00;29.04.00;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000008;no;delivered;4;439.07.00
5809.00.00;fedex;documents;bike;standard;south;rainy;115.03.00;01.29;1970-01-01 00:00:00.000000009;1970-01-01 00:00:00.000000024;no;delivered;5;580.37.00
5810.00.00;dhl;pharmacy;van;express;east;cold;69.04.00;47.68;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000003;yes;delayed;2;540.04.00
5811.00.00;xpressbees;cosmetics;van;standard;north;cold;62.03.00;48.44.00;1970-01-01 00:00:00.000000001;1970-01-01 00:00:00.000000024;no;delivered;5;456.82
5812.00.00;shadowfax;automobile parts;bike;two day;west;rainy;211.02.00;0,9625;1970-01-01 00:00:00.000000010;1970-01-01 00:00:00.000000016;no;delivered;4;1123.98
5813.00.00;ekart;pharmacy;bike;same day;south;hot;280.08.00;0,717361111;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000008;no;delivered;4;1554.19.00
5814.00.00;ecom express;documents;ev van;express;south;foggy;120.01.00;31.51.00;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000004;yes;failed;2;745.03.00
5815.00.00;shadowfax;cosmetics;ev bike;standard;east;stormy;252.04.00;38.08.00;1970-01-01 00:00:00.000000015;1970-01-01 00:00:00.000000024;no;delivered;4;1378.04.00
5816.00.00;delhivery;clothing;van;two day;south;clear;262.05.00;46.06.00;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000016;no;delivered;5;1452.03.00
5817.00.00;dhl;clothing;scooter;express;south;foggy;206.07.00;21.08;1970-01-01 00:00:00.000000010;1970-01-01 00:00:00.000000006;yes;delayed;2;1146.74
5818.00.00;ecom express;groceries;van;same day;central;foggy;233.09.00;20.33;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000008;no;delivered;5;1330.49.00
5819.00.00;dhl;documents;ev bike;same day;east;stormy;27.08.00;25.05.00;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000008;no;delivered;3;315.05.00
5820.00.00;shadowfax;clothing;scooter;express;central;rainy;237.05.00;10.23;1970-01-01 00:00:00.000000010;1970-01-01 00:00:00.000000006;yes;delayed;3;1268.19.00
5821.00.00;shadowfax;electronics;bike;two day;south;foggy;45.08.00;0,054861111;1970-01-01 00:00:00.000000001;1970-01-01 00:00:00.000000016;no;delivered;3;231.37.00
5822.00.00;xpressbees;automobile parts;van;standard;central;clear;217.06.00;43.48.00;1970-01-01 00:00:00.000000011;1970-01-01 00:00:00.000000024;no;delivered;3;1218.44.00
5823.00.00;amazon logistics;cosmetics;truck;express;central;rainy;286.08.00;22.27;1970-01-01 00:00:00.000000013;1970-01-01 00:00:00.000000007;yes;delayed;3;1550.81
5824.00.00;blue dart;cosmetics;truck;standard;north;stormy;86.01.00;34.57.00;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000024;no;delivered;5;534.21.00
5825.00.00;fedex;electronics;scooter;express;north;stormy;144.05.00;38.85;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000004;yes;delayed;2;889.05.00
5826.00.00;fedex;fragile items;ev van;two day;west;clear;142.00.00;0,846527778;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000016;no;delivered;3;769.37.00
5827.00.00;blue dart;groceries;truck;express;south;stormy;57.07.00;19.46;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000003;yes;delayed;2;396.88
5828.00.00;xpressbees;cosmetics;ev bike;two day;west;foggy;06.06;48.94;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000016;no;delivered;4;179.82
5829.00.00;blue dart;furniture;ev van;two day;east;rainy;229.01.00;40.09.00;1970-01-01 00:00:00.000000010;1970-01-01 00:00:00.000000016;no;delivered;3;1268.02.00
5830.00.00;fedex;documents;truck;express;south;cold;267.04.00;37.69;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000007;yes;delayed;3;1500.07.00
5831.00.00;ekart;documents;truck;two day;south;hot;81.02.00;07.02;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000016;no;delivered;4;427.06.00
5832.00.00;blue dart;clothing;ev bike;express;south;hot;202.01.00;12.09;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000006;no;delivered;3;1096.77
5833.00.00;amazon logistics;fragile items;ev bike;express;west;foggy;184.00.00;47.77;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000005;yes;delayed;3;1113.31.00
5834.00.00;ekart;groceries;ev van;express;north;hot;98.00.00;22.34;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000003;no;delivered;5;607.02.00
5835.00.00;ekart;fragile items;ev bike;standard;north;foggy;82.07.00;02.32;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000024;no;delivered;4;420.46.00
5836.00.00;amazon logistics;fragile items;bike;express;central;rainy;261.02.00;41.79;1970-01-01 00:00:00.000000013;1970-01-01 00:00:00.000000007;yes;delayed;2;1481.37.00
5837.00.00;amazon logistics;clothing;van;same day;south;foggy;119.08.00;02.04;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000008;no;delivered;4;705.12.00
5838.00.00;delhivery;documents;truck;two day;west;stormy;297.01.00;18.49;1970-01-01 00:00:00.000000016;1970-01-01 00:00:00.000000016;yes;delayed;2;1550.97
5839.00.00;ekart;clothing;van;express;south;stormy;249.07.00;18.51;1970-01-01 00:00:00.000000011;1970-01-01 00:00:00.000000006;yes;failed;1;1354.03.00
5840.00.00;xpressbees;electronics;bike;standard;north;rainy;250.05.00;0,688194444;1970-01-01 00:00:00.000000013;1970-01-01 00:00:00.000000024;no;delivered;5;1300.23.00
5841.00.00;amazon logistics;automobile parts;scooter;express;east;stormy;66.01.00;38.15.00;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000003;yes;delayed;2;494.95
5842.00.00;ecom express;pharmacy;scooter;express;south;foggy;125.00.00;0,336111111;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000004;yes;delayed;3;697.92
5843.00.00;fedex;furniture;bike;two day;west;rainy;37.05.00;0,346527778;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000016;no;delivered;5;210.87
5844.00.00;delhivery;clothing;ev bike;same day;central;stormy;113.05.00;0,972916667;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000008;yes;delayed;3;735.93
5845.00.00;amazon logistics;pharmacy;van;two day;central;rainy;297.01.00;48.04.00;1970-01-01 00:00:00.000000011;1970-01-01 00:00:00.000000016;no;delivered;5;16.327.205.999.999.900
5846.00.00;blue dart;furniture;ev bike;express;west;foggy;190.01.00;0,15;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000005;yes;failed;1;1009.38.00
5847.00.00;blue dart;documents;ev van;express;north;cold;101.03.00;40.46.00;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000004;yes;delayed;3;677.88
5848.00.00;xpressbees;electronics;ev van;standard;central;stormy;88.03.00;48.16.00;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000024;no;delivered;5;585.98
5849.00.00;shadowfax;furniture;ev van;standard;central;stormy;64.09.00;0,046527778;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000024;no;delivered;4;326.36.00
5850.00.00;delhivery;furniture;van;express;north;stormy;34.00.00;11.27;1970-01-01 00:00:00.000000009;1970-01-01 00:00:00.000000002;yes;delayed;2;253.81
5851.00.00;blue dart;fragile items;scooter;express;east;clear;51.07.00;03.00;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000003;no;delivered;4;317.05.00
5852.00.00;shadowfax;groceries;bike;same day;central;clear;110.05.00;27.45.00;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000008;no;delivered;4;734.85
5853.00.00;ekart;electronics;truck;standard;central;foggy;129.01.00;47.68;1970-01-01 00:00:00.000000010;1970-01-01 00:00:00.000000024;no;delivered;5;788.54.00
5854.00.00;xpressbees;fragile items;bike;two day;south;clear;115.03.00;41.87;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000016;no;delivered;4;702.11.00
5855.00.00;dhl;groceries;scooter;two day;west;rainy;46.06.00;30.63;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000016;no;delivered;5;324.89
5856.00.00;shadowfax;cosmetics;scooter;two day;south;clear;84.07.00;47.15.00;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000016;no;delivered;5;564.95
5857.00.00;fedex;electronics;scooter;express;central;stormy;133.08.00;23.02;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000004;yes;delayed;3;788.06.00
5858.00.00;dhl;electronics;van;same day;central;cold;26.02.00;49.19.00;1970-01-01 00:00:00.000000000;1970-01-01 00:00:00.000000008;no;delivered;5;378.57.00
5859.00.00;dhl;electronics;scooter;same day;west;clear;16.00;10.34;1970-01-01 00:00:00.000000000;1970-01-01 00:00:00.000000008;no;delivered;3;211.02.00
5860.00.00;xpressbees;fragile items;truck;two day;south;cold;238.04.00;39.96;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000016;no;delivered;5;1311.88
5861.00.00;fedex;documents;ev van;two day;south;foggy;60.07.00;0,174305556;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000016;no;delivered;4;314.63
5862.00.00;shadowfax;fragile items;truck;same day;east;clear;91.07.00;0,046527778;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000008;no;delivered;4;559.67
5863.00.00;shadowfax;automobile parts;ev bike;two day;central;rainy;31.00.00;24.99;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000016;no;delivered;5;229.97
5864.00.00;blue dart;pharmacy;bike;express;south;foggy;56.02.00;39.51.00;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000003;yes;failed;2;449.53.00
5865.00.00;ecom express;automobile parts;bike;express;east;foggy;251.01.00;02.55;1970-01-01 00:00:00.000000011;1970-01-01 00:00:00.000000007;yes;delayed;3;1313.15.00
5866.00.00;shadowfax;automobile parts;scooter;standard;west;rainy;277.03.00;39.69;1970-01-01 00:00:00.000000014;1970-01-01 00:00:00.000000024;no;delivered;4;1505.57.00
5867.00.00;xpressbees;cosmetics;ev van;express;south;cold;124.02.00;46.68;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000004;yes;failed;1;811.04.00
5868.00.00;amazon logistics;fragile items;scooter;express;south;stormy;64.06.00;02.22;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000003;yes;failed;1;379.66
5869.00.00;ecom express;pharmacy;ev van;standard;south;rainy;208.08.00;04.02;1970-01-01 00:00:00.000000009;1970-01-01 00:00:00.000000024;no;delivered;5;1056.06.00
5870.00.00;xpressbees;clothing;ev bike;express;east;rainy;62.00.00;41.01.00;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000003;yes;failed;1;483.03.00
5871.00.00;amazon logistics;electronics;ev bike;express;north;foggy;204.06.00;08.05;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000006;yes;delayed;2;1097.15.00
5872.00.00;fedex;groceries;scooter;two day;north;cold;206.00.00;08.14;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000016;no;delivered;4;1054.42.00
5873.00.00;xpressbees;furniture;bike;express;west;cold;240.02.00;26.47.00;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000006;yes;failed;1;1330.41.00
5874.00.00;ekart;groceries;scooter;same day;central;rainy;77.00.00;30.44.00;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000008;yes;failed;2;576.32.00
5875.00.00;xpressbees;electronics;ev van;two day;central;hot;96.09.00;14.06;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000016;no;delivered;5;528.03.00
5876.00.00;delhivery;furniture;van;two day;central;foggy;76.03.00;26.77;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000016;no;delivered;3;461.81
5877.00.00;ecom express;furniture;van;same day;central;rainy;192.01.00;08.08;1970-01-01 00:00:00.000000010;1970-01-01 00:00:00.000000008;yes;delayed;3;1086.09.00
5878.00.00;ekart;automobile parts;scooter;express;central;rainy;292.08.00;01.54;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000007;yes;delayed;3;1518.62
5879.00.00;shadowfax;automobile parts;van;same day;north;stormy;126.06.00;0,179861111;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000008;no;delivered;5;744.37.00
5880.00.00;delhivery;pharmacy;van;standard;central;foggy;101.07.00;20.44;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000024;no;delivered;5;569.82
5881.00.00;blue dart;fragile items;ev bike;express;east;clear;174.04.00;09.28;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000005;no;delivered;4;949.84
5882.00.00;ecom express;documents;ev bike;two day;west;rainy;106.07.00;31.92;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000016;no;delivered;5;629.26.00
5883.00.00;amazon logistics;automobile parts;van;standard;central;clear;34.04.00;27.39.00;1970-01-01 00:00:00.000000001;1970-01-01 00:00:00.000000024;no;delivered;5;254.17.00
5884.00.00;ekart;automobile parts;van;express;north;clear;149.00.00;30.26.00;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000004;yes;failed;1;885.78
5885.00.00;blue dart;clothing;van;standard;south;rainy;176.02.00;0,259027778;1970-01-01 00:00:00.000000010;1970-01-01 00:00:00.000000024;no;delivered;4;898.19.00
5886.00.00;amazon logistics;cosmetics;scooter;same day;north;cold;130.03.00;45.66;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000008;no;delivered;5;888.48.00
5887.00.00;ecom express;furniture;bike;two day;east;foggy;229.07.00;43.27.00;1970-01-01 00:00:00.000000012;1970-01-01 00:00:00.000000016;no;delivered;3;1278.31.00
5888.00.00;blue dart;documents;scooter;standard;west;stormy;203.07.00;18.43;1970-01-01 00:00:00.000000011;1970-01-01 00:00:00.000000024;no;delivered;5;1073.79
5889.00.00;shadowfax;groceries;bike;standard;east;cold;138.04.00;22.02;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000024;no;delivered;5;758.06.00
5890.00.00;ekart;automobile parts;bike;two day;east;hot;284.09.00;22.04;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000016;no;delivered;4;1491.07.00
5891.00.00;xpressbees;automobile parts;scooter;express;south;cold;176.05.00;21.58;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000005;yes;delayed;2;997.24.00
5892.00.00;dhl;groceries;ev van;standard;south;foggy;108.06.00;0,879861111;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000024;no;delivered;4;605.01.00
5893.00.00;blue dart;furniture;scooter;standard;east;clear;113.01.00;25.05.00;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000024;no;delivered;4;640.65
5894.00.00;ekart;furniture;ev bike;two day;north;clear;07.05;31.19.00;1970-01-01 00:00:00.000000000;1970-01-01 00:00:00.000000016;no;delivered;5;131.07.00
5895.00.00;fedex;cosmetics;bike;two day;east;cold;201.08.00;0,96875;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000016;no;delivered;3;1077.25.00
5896.00.00;amazon logistics;furniture;van;standard;central;cold;223.08.00;12.06;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000024;no;delivered;5;1156.08.00
5897.00.00;delhivery;groceries;truck;express;east;stormy;67.07.00;30.25.00;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000003;yes;failed;1;479.25.00
5898.00.00;ecom express;automobile parts;truck;standard;north;foggy;230.07.00;16.01;1970-01-01 00:00:00.000000010;1970-01-01 00:00:00.000000024;no;delivered;4;1201.53.00
5899.00.00;shadowfax;groceries;ev bike;express;east;clear;203.06.00;04.09;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000006;no;delivered;4;1082.07.00
5900.00.00;amazon logistics;documents;scooter;two day;south;hot;17.03;20.33;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000016;no;delivered;3;147.49.00
5901.00.00;ecom express;documents;ev bike;two day;west;foggy;80.04.00;29.68;1970-01-01 00:00:00.000000004;1970-01-01 00:00:00.000000016;no;delivered;4;491.04.00
5902.00.00;blue dart;documents;van;express;west;cold;297.01.00;13.09;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000008;yes;delayed;3;1589.27.00
5903.00.00;delhivery;furniture;van;same day;central;hot;03.06;49.19.00;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000008;no;delivered;4;264.57.00
5904.00.00;xpressbees;pharmacy;scooter;express;west;stormy;276.02.00;44.63;1970-01-01 00:00:00.000000010;1970-01-01 00:00:00.000000007;yes;delayed;3;1564.89
5905.00.00;blue dart;clothing;ev van;two day;south;cold;245.04.00;0,545833333;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000016;no;delivered;4;1264.98
5906.00.00;blue dart;fragile items;ev bike;same day;north;foggy;218.05.00;45.29.00;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000008;yes;delayed;2;1328.37.00
5907.00.00;fedex;documents;van;two day;north;stormy;167.04.00;11.03;1970-01-01 00:00:00.000000008;1970-01-01 00:00:00.000000016;no;delivered;5;870.09.00
5908.00.00;ecom express;clothing;ev bike;express;west;rainy;76.09.00;41.44.00;1970-01-01 00:00:00.000000005;1970-01-01 00:00:00.000000003;yes;delayed;3;558.82
5909.00.00;amazon logistics;cosmetics;ev van;two day;east;cold;49.09.00;0,460416667;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000016;no;delivered;4;281.39.00
5910.00.00;fedex;clothing;scooter;express;south;clear;18.01;17.46;1970-01-01 00:00:00.000000001;1970-01-01 00:00:00.000000002;no;delivered;3;192.88
5911.00.00;blue dart;cosmetics;scooter;same day;west;rainy;168.09.00;39.07.00;1970-01-01 00:00:00.000000007;1970-01-01 00:00:00.000000008;no;delivered;5;1063.06.00
5912.00.00;dhl;automobile parts;ev bike;standard;north;clear;264.02.00;26.41.00;1970-01-01 00:00:00.000000009;1970-01-01 00:00:00.000000024;no;delivered;5;1400.23.00
5913.00.00;xpressbees;cosmetics;scooter;standard;west;cold;46.06.00;08.27;1970-01-01 00:00:00.000000003;1970-01-01 00:00:00.000000024;no;delivered;5;257.81
5914.00.00;blue dart;cosmetics;bike;same day;west;hot;72.07.00;45.58.00;1970-01-01 00:00:00.000000002;1970-01-01 00:00:00.000000008;no;delivered;4;600.24.00
5915.00.00;fedex;furniture;truck;same day;north;rainy;45.06.00;24.71;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000008;no;delivered;4;402.13.00
5916.00.00;delhivery;groceries;scooter;standard;central;cold;187.03.00;28.64;1970-01-01 00:00:00.000000006;1970-01-01 00:00:00.000000024;no;delivered;4;1022.42.00
5917.00.00;ekart;pharmacy;truck;standard;central;hot;229.00.00;42.01.00;1970-01-01 00:00:00.000000009;1970-01-01 00:00:00.000000024;no;delivered;5;1271.03.00
